Date,Team,GoalsFor,GoalsAgainst,FTR,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,CornersFor,CornersAgainst,Points,IsHome,AvgGoalsFor_L5,AvgGoalsAgainst_L5,AvgShotsFor_L5,AvgShotsAgainst_L5,AvgShotsOnTargetFor_L5,AvgShotsOnTargetAgainst_L5,AvgCornersFor_L5,AvgCornersAgainst_L5,AvgPoints_L5,MatchesPlayed
2023-09-16,Sheffield United,1,2,H,7,28,5,10,2,15,0,0,1.0,1.75,8.5,21.5,3.5,6.75,4.25,7.25,0.25,4
2023-09-24,Sheffield United,0,8,A,9,22,1,15,2,6,0,1,1.0,1.8,8.2,22.8,3.8,7.4,3.8,8.8,0.2,5
2023-09-30,Sheffield United,0,2,H,16,20,2,9,4,7,0,0,1.0,3.2,8.4,22.4,3.8,8.8,3.2,9.0,0.2,6
2023-10-07,Sheffield United,1,3,H,5,20,2,6,4,9,0,0,0.8,3.2,10.2,23.2,3.6,9.8,2.6,9.2,0.2,7
2023-10-21,Sheffield United,1,2,A,12,14,6,5,5,4,0,1,0.8,3.4,10.0,21.2,3.6,9.2,3.2,8.6,0.2,8
2023-10-28,Sheffield United,0,5,H,2,13,0,8,1,6,0,0,0.6,3.4,9.8,20.8,3.2,9.0,3.4,8.2,0.0,9
2023-11-04,Sheffield United,2,1,H,11,10,2,3,4,4,3,1,0.4,4.0,8.8,17.8,2.2,8.6,3.2,6.4,0.0,10
2023-11-12,Sheffield United,1,1,D,9,11,1,6,3,6,1,0,0.8,2.6,9.2,15.4,2.4,6.2,3.6,6.0,0.6,11
2023-11-25,Sheffield United,1,3,A,10,23,2,11,4,7,0,1,1.0,2.4,7.8,13.6,2.2,5.6,3.4,5.8,0.8,12
2023-12-02,Sheffield United,0,5,H,6,19,3,7,1,6,0,0,1.0,2.4,8.8,14.2,2.2,6.6,3.4,5.4,0.8,13
2023-12-06,Sheffield United,0,2,A,6,15,1,8,2,12,0,1,0.8,3.0,7.6,15.2,1.6,7.0,2.6,5.8,0.8,14
2023-12-09,Sheffield United,1,0,H,9,10,4,4,3,4,3,1,0.8,2.4,8.4,15.6,1.8,7.0,2.8,7.0,0.8,15
2023-12-16,Sheffield United,0,2,H,6,15,1,6,6,7,0,0,0.6,2.2,8.0,15.6,2.2,7.2,2.6,7.0,0.8,16
2023-12-22,Sheffield United,1,1,D,5,12,2,4,1,9,1,0,0.4,2.4,7.4,16.4,2.2,7.2,3.2,7.2,0.6,17
2023-12-26,Sheffield United,2,3,A,21,12,6,4,9,4,0,1,0.4,2.0,6.4,14.2,2.2,5.8,2.6,7.6,0.8,18
2023-12-30,Sheffield United,0,2,H,4,18,2,4,2,12,0,0,0.8,1.6,9.4,12.8,2.8,5.2,4.2,7.2,0.8,19
2024-01-21,Sheffield United,2,2,D,21,16,6,5,4,1,1,1,0.8,1.6,9.0,13.4,3.0,4.4,4.2,7.2,0.8,20
2024-01-30,Sheffield United,2,3,H,9,12,5,4,1,11,0,0,1.0,2.0,11.4,14.6,3.4,4.6,4.4,6.6,0.4,21
2024-02-03,Sheffield United,0,5,A,10,14,5,10,3,4,0,1,1.4,2.2,12.0,14.0,4.2,4.2,3.4,7.4,0.4,22
2024-02-10,Sheffield United,3,1,A,7,20,3,5,1,13,3,0,1.2,3.0,13.0,14.4,4.8,5.4,3.8,6.4,0.2,23
2024-02-18,Sheffield United,0,5,A,6,24,1,10,5,10,0,1,1.4,2.6,10.2,16.0,4.2,5.6,2.2,8.2,0.8,24
2024-02-25,Sheffield United,0,1,H,12,13,4,2,6,5,0,0,1.4,3.2,10.6,17.2,4.0,6.8,2.8,7.8,0.8,25
2024-03-04,Sheffield United,0,6,A,4,22,0,10,0,7,0,1,1.0,3.0,8.8,16.6,3.6,6.2,3.2,8.6,0.6,26
2024-03-09,Sheffield United,2,2,D,13,32,9,12,3,10,1,0,0.6,3.6,7.8,18.6,2.6,7.4,3.0,7.8,0.6,27
2024-03-30,Sheffield United,3,3,D,8,24,4,9,2,15,1,1,1.0,3.0,8.4,22.2,3.4,7.8,3.0,9.0,0.8,28
2024-04-04,Sheffield United,1,3,H,8,29,3,9,1,13,0,0,1.0,3.4,8.6,23.0,3.6,8.6,3.2,9.4,0.4,29
2024-04-07,Sheffield United,2,2,D,11,6,6,3,7,6,1,1,1.2,3.0,9.0,24.0,4.0,8.4,2.4,10.0,0.4,30
2024-04-13,Sheffield United,0,2,H,8,9,2,5,6,3,0,0,1.6,3.2,8.8,22.6,4.4,8.6,2.6,10.2,0.6,31
2024-04-20,Sheffield United,1,4,A,18,16,11,9,11,2,0,1,1.6,2.4,9.6,20.0,4.8,7.6,3.8,9.4,0.6,32
2024-04-24,Sheffield United,2,4,H,10,25,4,13,4,9,0,0,1.4,2.8,10.6,16.8,5.2,7.0,5.4,7.8,0.4,33
2024-04-27,Sheffield United,1,5,H,15,20,5,7,5,4,0,0,1.2,3.0,11.0,17.0,5.2,7.8,5.8,6.6,0.2,34
2024-05-04,Sheffield United,1,3,A,17,15,5,4,5,3,0,1,1.2,3.4,12.4,15.2,5.6,7.4,6.6,4.8,0.2,35
2024-05-11,Sheffield United,0,1,H,13,15,1,6,6,3,0,0,1.0,3.6,13.6,17.0,5.4,7.6,6.2,4.2,0.0,36
2024-05-19,Sheffield United,0,3,A,6,18,1,9,2,6,0,1,1.0,3.4,14.6,18.2,5.2,7.8,6.2,4.2,0.0,37
2022-08-06,Southampton,1,4,H,10,18,2,8,2,10,0,0,,,,,,,,,,0
2022-08-13,Southampton,2,2,D,14,13,4,5,2,5,1,1,1.0,4.0,10.0,18.0,2.0,8.0,2.0,10.0,0.0,1
2022-08-20,Southampton,2,1,A,9,6,3,1,5,2,3,0,1.5,3.0,12.0,15.5,3.0,6.5,2.0,7.5,0.5,2
2022-08-27,Southampton,0,1,A,17,11,5,6,5,3,0,1,1.6666666666666667,2.3333333333333335,11.0,12.333333333333334,3.0,4.666666666666667,3.0,5.666666666666667,1.3333333333333333,3
2022-08-30,Southampton,2,1,H,9,10,7,4,5,3,3,1,1.25,2.0,12.5,12.0,3.5,5.0,3.5,5.0,1.0,4
2022-09-03,Southampton,0,1,H,12,7,1,2,6,5,0,0,1.4,1.8,11.8,11.6,4.2,4.8,3.8,4.6,1.4,5
2022-09-16,Southampton,0,1,H,7,11,1,3,3,6,0,0,1.2,1.2,12.2,9.4,4.0,3.6,4.6,3.6,1.4,6
2022-10-01,Southampton,1,2,A,22,12,6,5,7,6,0,1,0.8,1.0,10.8,9.0,3.4,3.2,4.8,3.8,1.2,7
2022-10-08,Southampton,0,4,H,5,21,0,8,1,9,0,0,0.6,1.2,13.4,10.2,4.0,4.0,5.2,4.6,0.6,8
2022-10-16,Southampton,1,1,D,10,25,8,4,4,14,1,1,0.6,1.8,11.0,12.2,3.0,4.4,4.4,5.8,0.6,9
2022-10-19,Southampton,1,0,A,9,15,3,3,3,7,3,0,0.4,1.8,11.2,15.2,3.2,4.4,4.2,8.0,0.2,10
2022-10-23,Southampton,1,1,D,10,12,3,3,9,4,1,1,0.6,1.6,10.6,16.8,3.6,4.6,3.6,8.4,0.8,11
2022-10-29,Southampton,0,1,H,14,12,4,3,4,8,0,0,0.8,1.6,11.2,17.0,4.0,4.6,4.8,8.0,1.0,12
2022-11-06,Southampton,1,4,A,16,7,5,4,8,2,0,1,0.6,1.4,9.6,17.0,3.6,4.2,4.2,8.4,1.0,13
2022-11-12,Southampton,1,3,H,9,15,5,7,0,6,0,0,0.8,1.4,11.8,14.2,4.6,3.4,5.6,7.0,1.0,14
2022-12-26,Southampton,1,3,A,14,7,4,4,4,2,0,1,0.8,1.8,11.6,12.2,4.0,4.0,4.8,5.4,0.8,15
2022-12-31,Southampton,1,2,H,9,8,3,2,4,4,0,0,0.8,2.4,12.6,10.6,4.2,4.2,5.0,4.4,0.2,16
2023-01-04,Southampton,0,1,A,8,11,0,1,6,2,0,1,0.8,2.6,12.4,9.8,4.2,4.0,4.0,4.4,0.0,17
2023-01-14,Southampton,2,1,A,13,12,5,4,4,6,3,0,0.8,2.6,11.2,9.6,3.4,3.6,4.4,3.2,0.0,18
2023-01-21,Southampton,0,1,A,8,16,5,5,2,2,0,1,1.0,2.0,10.6,10.6,3.4,3.6,3.6,4.0,0.6,19
2023-02-04,Southampton,0,3,H,14,14,6,4,4,4,0,0,0.8,1.6,10.4,10.8,3.4,3.2,4.0,3.2,0.6,20
2023-02-11,Southampton,1,2,A,17,11,2,2,5,2,0,1,0.6,1.6,10.4,12.2,3.8,3.2,4.0,3.6,0.6,21
2023-02-18,Southampton,1,0,A,8,17,5,5,2,8,3,0,0.6,1.6,12.0,12.8,3.6,3.2,4.2,3.2,0.6,22
2023-02-25,Southampton,0,1,H,8,14,2,4,2,9,0,0,0.8,1.4,12.0,14.0,4.6,4.0,3.4,4.4,1.2,23
2023-03-04,Southampton,1,0,H,11,11,5,0,3,4,3,1,0.4,1.4,11.0,14.4,4.0,4.0,3.0,5.0,0.6,24
2023-03-12,Southampton,0,0,D,17,10,4,4,8,7,1,0,0.6,1.2,11.6,13.4,4.0,3.0,3.2,5.4,1.2,25
2023-03-15,Southampton,0,2,A,7,11,1,5,3,3,0,1,0.6,0.6,12.2,12.6,3.6,3.0,4.0,6.0,1.4,26
2023-03-18,Southampton,3,3,D,19,17,7,3,10,3,1,1,0.4,0.6,10.2,12.6,3.4,3.6,3.6,6.2,1.4,27
2023-04-02,Southampton,0,1,H,9,12,3,2,3,5,0,0,0.8,1.2,12.4,12.6,3.8,3.2,5.2,5.2,1.0,28
2023-04-08,Southampton,1,4,A,4,13,1,8,0,10,0,1,0.8,1.2,12.6,12.2,4.0,2.8,5.4,4.4,1.0,29
2023-04-15,Southampton,0,2,A,11,9,4,2,6,2,0,1,0.8,2.0,11.2,12.6,3.2,4.4,4.8,5.6,0.4,30
2023-04-21,Southampton,3,3,D,8,25,6,6,2,7,1,0,0.8,2.4,10.0,12.4,3.2,4.0,4.4,4.6,0.2,31
2023-04-27,Southampton,0,1,A,11,16,2,2,6,4,0,1,1.4,2.6,10.2,15.2,4.2,4.2,4.2,5.4,0.4,32
2023-04-30,Southampton,1,3,H,4,22,3,5,2,11,0,0,0.8,2.2,8.6,15.0,3.2,4.0,3.4,5.6,0.2,33
2023-05-08,Southampton,3,4,H,19,9,5,4,11,2,0,0,1.0,2.6,7.6,17.0,3.2,4.6,3.2,6.8,0.2,34
2023-05-13,Southampton,0,2,A,5,9,1,4,1,8,0,1,1.4,2.6,10.6,16.2,4.0,3.8,5.4,5.2,0.2,35
2023-05-21,Southampton,1,3,H,5,26,1,8,3,4,0,0,1.4,2.6,9.4,16.2,3.4,4.2,4.4,6.4,0.2,36
2023-05-28,Southampton,4,4,D,15,30,10,8,2,9,1,1,1.0,2.6,8.8,16.4,2.4,4.6,4.6,5.8,0.0,37
2024-08-17,Southampton,0,1,H,19,3,4,1,12,3,0,0,1.8,3.2,9.6,19.2,4.0,5.8,3.8,6.8,0.2,38
2024-08-24,Southampton,0,1,A,5,23,1,8,4,10,0,1,1.6,2.8,12.6,15.4,4.2,5.0,5.8,5.2,0.2,39
2024-08-31,Southampton,1,3,H,18,20,6,7,8,2,0,0,1.0,2.2,9.8,18.2,3.4,5.8,4.4,6.8,0.2,40
2024-09-14,Southampton,0,3,A,6,20,4,10,0,7,0,1,1.2,2.4,12.4,20.4,4.4,6.4,5.8,5.6,0.2,41
2024-09-21,Southampton,1,1,D,11,13,3,6,2,10,1,1,1.0,2.4,12.6,19.2,5.0,6.8,5.2,6.2,0.2,42
2024-09-30,Southampton,1,3,H,9,14,3,6,4,7,0,0,0.4,1.8,11.8,15.8,3.6,6.4,5.2,6.4,0.2,43
2024-10-05,Southampton,1,3,H,8,29,2,6,1,13,0,0,0.6,2.2,9.8,18.0,3.4,7.4,3.6,7.2,0.2,44
2024-10-19,Southampton,2,3,A,14,18,7,4,10,6,0,1,0.8,2.6,10.4,19.2,3.6,7.0,3.0,7.8,0.2,45
2024-10-26,Southampton,0,1,H,5,22,2,8,1,12,0,0,1.0,2.6,9.6,18.8,3.8,6.4,3.4,8.6,0.2,46
2024-11-02,Southampton,1,0,H,9,16,2,5,3,6,3,1,1.0,2.2,9.4,19.2,3.4,6.0,3.6,9.6,0.2,47
2024-11-09,Southampton,0,2,H,9,8,0,4,9,1,0,0,1.0,2.0,9.0,19.8,3.2,5.8,3.8,8.8,0.6,48
2024-11-24,Southampton,2,3,A,7,27,5,11,3,10,0,1,0.8,1.8,9.0,18.6,2.6,5.4,4.8,7.6,0.6,49
2024-11-29,Southampton,1,1,D,10,22,2,5,6,7,1,0,1.0,1.8,8.8,18.2,3.2,6.4,5.2,7.0,0.6,50
2024-12-04,Southampton,1,5,A,6,26,4,13,5,7,0,1,0.8,1.4,8.0,19.0,2.2,6.6,4.4,7.2,0.8,51
2024-12-07,Southampton,0,1,H,4,18,0,5,1,14,0,0,1.0,2.2,8.2,19.8,2.6,7.6,5.2,6.2,0.8,52
2024-12-15,Southampton,0,5,A,9,18,3,9,2,5,0,1,0.8,2.4,7.2,20.2,2.2,7.6,4.8,7.8,0.2,53
2024-12-22,Southampton,0,0,D,5,16,1,5,5,6,1,0,0.8,3.0,7.2,22.2,2.8,8.6,3.4,8.6,0.2,54
2024-12-26,Southampton,0,1,A,18,16,5,2,2,2,0,1,0.4,2.4,6.8,20.0,2.0,7.4,3.8,7.8,0.4,55
2024-12-29,Southampton,1,2,H,7,19,3,10,7,8,0,0,0.2,2.4,8.4,18.8,2.6,6.8,3.0,6.8,0.2,56
2025-01-04,Southampton,0,5,A,8,20,1,11,2,2,0,1,0.2,1.8,8.6,17.4,2.4,6.2,3.4,7.0,0.2,57
2025-01-16,Southampton,1,3,H,13,23,5,9,4,5,0,0,0.2,2.6,9.4,17.8,2.6,7.4,3.6,4.6,0.2,58
2025-01-19,Southampton,2,3,H,10,14,4,5,8,2,0,0,0.4,2.2,10.2,18.8,3.0,7.4,4.0,4.6,0.2,59
2025-01-25,Southampton,1,3,A,12,17,5,9,3,8,0,1,0.8,2.8,11.2,18.4,3.6,7.4,4.6,3.8,0.0,60
2025-02-01,Southampton,2,1,A,9,15,4,6,2,1,3,0,1.0,3.2,10.0,18.6,3.6,8.8,4.8,5.0,0.0,61
2025-02-15,Southampton,1,3,A,11,14,4,7,4,6,0,1,1.2,3.0,10.4,17.8,3.8,8.0,3.8,3.6,0.6,62
2025-02-22,Southampton,0,4,A,6,18,1,12,5,6,0,1,1.4,2.6,11.0,16.6,4.4,7.2,4.2,4.4,0.6,63
2025-02-25,Southampton,0,4,H,7,19,2,10,2,4,0,0,1.2,2.8,9.6,15.6,3.6,7.8,4.4,4.6,0.6,64
2025-03-08,Southampton,1,3,H,6,28,4,7,4,6,0,0,0.8,3.0,9.0,16.6,3.2,8.8,3.2,5.0,0.6,65
2025-03-15,Southampton,1,2,A,10,5,3,3,5,1,0,1,0.8,3.0,7.8,18.8,3.0,8.4,3.4,4.6,0.6,66
2025-04-02,Southampton,1,1,D,8,9,2,3,2,2,1,1,0.6,3.2,8.0,16.8,2.8,7.8,4.0,4.6,0.0,67
2025-04-06,Southampton,1,3,H,12,13,4,8,1,4,0,0,0.6,2.8,7.4,15.8,2.4,7.0,3.6,3.8,0.2,68
2025-04-12,Southampton,0,3,A,7,25,2,10,2,14,0,1,0.8,2.6,8.6,14.8,3.0,6.2,2.8,3.4,0.2,69
2025-04-19,Southampton,1,1,D,15,12,4,4,5,2,1,0,0.8,2.4,8.6,16.0,3.0,6.2,2.8,5.4,0.2,70
2025-04-26,Southampton,1,2,A,7,26,3,5,0,13,0,1,0.8,2.0,10.4,12.8,3.0,5.6,3.0,4.6,0.4,71
2025-05-03,Southampton,0,2,H,8,14,2,4,7,7,0,0,0.8,2.0,9.8,17.0,3.0,6.0,2.0,7.0,0.4,72
2025-05-10,Southampton,0,0,D,2,26,0,5,1,15,1,1,0.6,2.2,9.8,18.0,3.0,6.2,3.0,8.0,0.2,73
2025-05-18,Southampton,0,2,H,6,13,2,5,5,4,0,0,0.4,1.6,7.8,20.6,2.2,5.6,3.0,10.2,0.4,74
2025-05-25,Southampton,1,2,A,7,23,2,8,5,8,0,1,0.4,1.4,7.6,18.2,2.2,4.6,3.6,8.2,0.4,75
2025-08-16,Sunderland,3,0,H,10,12,5,4,5,7,3,1,,,,,,,,,,0
2025-08-23,Sunderland,0,2,H,9,7,1,2,3,4,0,0,3.0,0.0,10.0,12.0,5.0,4.0,5.0,7.0,3.0,1
2025-08-30,Sunderland,2,1,H,12,7,3,4,3,4,3,1,1.5,1.0,9.5,9.5,3.0,3.0,4.0,5.5,1.5,2
2025-09-13,Sunderland,0,0,D,6,14,0,6,3,5,1,0,1.6666666666666667,1.0,10.333333333333334,8.666666666666666,3.0,3.3333333333333335,3.6666666666666665,5.0,2.0,3
2025-09-21,Sunderland,1,1,D,14,12,4,2,6,5,1,1,1.25,0.75,9.25,10.0,2.25,4.0,3.5,5.0,1.75,4
2025-09-27,Sunderland,1,0,A,11,22,3,6,4,7,3,0,1.2,0.8,10.2,10.4,2.6,3.6,4.0,5.0,1.6,5
2025-10-04,Sunderland,0,2,H,8,15,3,6,3,2,0,0,0.8,0.8,10.4,12.4,2.2,4.0,3.8,5.0,1.6,6
2025-10-18,Sunderland,2,0,H,8,16,2,3,3,2,3,1,0.8,0.8,10.2,14.0,2.6,4.8,3.8,4.6,1.6,7
2025-10-25,Sunderland,2,1,A,10,16,4,7,1,9,3,0,0.8,0.6,9.4,15.8,2.4,4.6,3.8,4.2,1.6,8
2025-11-03,Sunderland,1,1,D,17,8,3,2,4,1,1,1,1.2,0.8,10.2,16.2,3.2,4.8,3.4,5.0,2.0,9
2025-11-08,Sunderland,2,2,D,6,17,2,7,2,2,1,1,1.2,0.8,10.8,15.4,3.0,4.8,3.0,4.2,2.0,10
2025-11-22,Sunderland,0,1,H,4,24,2,6,4,7,0,0,1.4,1.2,9.8,14.4,2.8,5.0,2.6,3.2,1.6,11
2025-11-29,Sunderland,3,2,H,12,18,6,6,6,3,3,1,1.4,1.0,9.0,16.2,2.6,5.0,2.8,4.2,1.6,12
2025-12-03,Sunderland,1,1,D,9,23,6,4,3,7,1,0,1.6,1.4,9.8,16.6,3.4,5.6,3.4,4.4,1.6,13
2025-12-06,Sunderland,0,3,H,8,18,1,6,5,6,0,0,1.4,1.4,9.6,18.0,3.8,5.0,3.8,4.0,1.2,14
2025-12-14,Sunderland,1,0,H,5,6,1,2,3,6,3,1,1.2,1.8,7.8,20.0,3.4,5.8,4.0,5.0,1.0,15
2025-12-20,Sunderland,0,0,D,14,16,6,4,4,3,1,0,1.0,1.4,7.6,17.8,3.2,4.8,4.2,5.8,1.4,16
2025-12-28,Sunderland,1,1,D,8,17,3,6,3,9,1,1,1.0,1.2,9.6,16.2,4.0,4.4,4.2,5.0,1.6,17
2026-01-01,Sunderland,0,0,D,10,14,4,4,3,5,1,1,0.6,1.0,8.8,16.0,3.4,4.4,3.6,6.2,1.2,18
2026-01-04,Sunderland,1,1,D,10,13,3,5,5,3,1,0,0.4,0.8,9.0,14.2,3.0,4.4,3.6,5.8,1.2,19
2026-01-07,Sunderland,0,3,H,11,18,3,6,4,7,0,0,0.6,0.4,9.4,13.2,3.4,4.2,3.6,5.2,1.4,20
2026-01-17,Sunderland,2,1,H,13,6,7,2,3,4,3,1,0.4,1.0,10.6,15.6,3.8,5.0,3.8,5.4,0.8,21
2026-01-24,Sunderland,1,3,H,7,13,2,5,3,3,0,0,0.8,1.2,10.4,13.6,4.0,4.6,3.6,5.6,1.2,22
2026-02-02,Sunderland,3,0,H,14,5,5,0,1,2,3,1,0.8,1.6,10.2,12.8,3.8,4.4,3.6,4.4,1.0,23
2026-02-07,Sunderland,0,3,H,5,16,3,5,2,5,0,0,1.4,1.6,11.0,11.0,4.0,3.6,3.2,3.8,1.4,24
2026-02-11,Sunderland,0,1,A,11,23,2,3,3,11,0,1,1.2,2.0,10.0,11.6,4.0,3.6,2.6,4.2,1.2,25
2026-02-22,Sunderland,1,3,A,12,12,2,4,6,4,0,1,1.2,1.6,10.0,12.6,3.8,3.0,2.4,5.0,1.2,26
2026-02-28,Sunderland,1,1,D,8,21,4,5,3,7,1,0,1.0,2.0,9.8,13.8,2.8,3.4,3.0,5.0,0.6,27
2026-03-03,Sunderland,1,0,A,3,18,1,4,2,9,3,0,1.0,1.6,10.0,15.4,3.2,3.4,3.0,5.8,0.8,28
2026-03-14,Sunderland,0,1,A,14,12,4,4,7,3,0,1,0.6,1.6,7.8,18.0,2.4,4.2,3.2,7.2,0.8,29
2026-03-22,Sunderland,2,1,A,17,16,7,4,5,9,3,0,0.6,1.2,9.6,17.2,2.6,4.0,4.2,6.8,0.8,30
2026-04-12,Sunderland,1,0,H,13,11,2,7,2,6,3,1,1.0,1.2,10.8,15.8,3.6,4.2,4.6,6.4,1.4,31
2026-04-19,Sunderland,3,4,H,10,15,7,7,5,4,0,0,1.0,0.6,11.0,15.6,3.6,4.8,3.8,6.8,2.0,32
2026-04-24,Sunderland,0,5,A,14,10,4,6,3,6,0,1,1.4,1.2,11.4,14.4,4.2,5.2,4.2,6.2,1.8,33
2026-05-02,Sunderland,1,1,D,10,20,2,7,3,6,1,0,1.2,2.2,13.6,12.8,4.8,5.6,4.4,5.6,1.2,34
2026-05-09,Sunderland,0,0,D,15,11,4,1,7,8,1,1,1.4,2.2,12.8,14.4,4.4,6.2,3.6,6.2,1.4,35
2026-05-17,Sunderland,3,1,A,7,10,3,4,2,3,3,0,1.0,2.0,12.4,13.4,3.8,5.6,4.0,6.0,1.0,36
2026-05-24,Sunderland,2,1,H,20,10,2,1,7,7,3,1,1.4,2.2,11.2,13.2,4.0,5.0,4.0,5.4,1.0,37
2022-08-06,Tottenham,4,1,H,18,10,8,2,10,2,3,1,,,,,,,,,,0
2022-08-14,Tottenham,2,2,D,10,16,5,3,5,8,1,0,4.0,1.0,18.0,10.0,8.0,2.0,10.0,2.0,3.0,1
2022-08-20,Tottenham,1,0,H,11,20,4,3,8,6,3,1,3.0,1.5,14.0,13.0,6.5,2.5,7.5,5.0,2.0,2
2022-08-28,Tottenham,2,0,A,18,17,7,1,1,6,3,0,2.3333333333333335,1.0,13.0,15.333333333333334,5.666666666666667,2.6666666666666665,7.666666666666667,5.333333333333333,2.3333333333333335,3
2022-08-31,Tottenham,1,1,D,13,14,4,4,4,3,1,0,2.25,0.75,14.25,15.75,6.0,2.25,6.0,5.5,2.5,4
2022-09-03,Tottenham,2,1,H,23,9,10,3,10,3,3,1,2.0,0.8,14.0,15.4,5.6,2.6,5.6,5.0,2.2,5
2022-09-17,Tottenham,6,2,H,16,19,11,7,6,1,3,1,1.6,0.8,15.0,15.2,6.0,2.8,5.6,5.2,2.2,6
2022-10-01,Tottenham,1,3,H,7,22,3,9,2,5,0,0,2.4,0.8,16.2,15.8,7.2,3.6,5.8,3.8,2.6,7
2022-10-08,Tottenham,1,0,A,8,14,3,4,2,6,3,0,2.4,1.4,15.4,16.2,7.0,4.8,4.6,3.6,2.0,8
2022-10-15,Tottenham,2,0,H,21,4,7,0,7,1,3,1,2.2,1.4,13.4,15.6,6.2,5.4,4.8,3.6,2.0,9
2022-10-19,Tottenham,0,2,H,9,28,2,10,3,8,0,0,2.4,1.2,15.0,13.6,6.8,4.6,5.4,3.2,2.4,10
2022-10-23,Tottenham,1,2,A,17,13,5,5,6,7,0,1,2.0,1.4,12.2,17.4,5.2,6.0,4.0,4.2,1.8,11
2022-10-29,Tottenham,3,2,A,23,6,7,4,19,2,3,0,1.0,1.4,12.4,16.2,4.0,5.6,4.0,5.4,1.2,12
2022-11-06,Tottenham,1,2,A,14,13,5,6,5,3,0,1,1.4,1.2,15.6,13.0,4.8,4.6,7.4,4.8,1.8,13
2022-11-12,Tottenham,4,3,H,14,12,8,5,9,2,3,1,1.4,1.6,16.8,12.8,5.2,5.0,8.0,4.2,1.2,14
2022-12-26,Tottenham,2,2,D,16,9,8,5,5,6,1,0,1.8,2.2,15.4,14.4,5.4,6.0,8.4,4.4,1.2,15
2023-01-01,Tottenham,0,2,A,6,13,2,4,5,3,0,1,2.2,2.2,16.8,10.6,6.6,5.0,8.8,4.0,1.4,16
2023-01-04,Tottenham,4,0,A,14,19,6,4,4,10,3,0,2.0,2.2,14.6,10.6,6.0,4.8,8.6,3.2,1.4,17
2023-01-15,Tottenham,0,2,A,17,14,7,5,4,3,0,1,2.2,1.8,12.8,13.2,5.8,4.8,5.6,4.8,1.4,18
2023-01-19,Tottenham,2,4,H,9,16,3,6,3,8,0,0,2.0,1.8,13.4,13.4,6.2,4.6,5.4,4.8,1.4,19
2023-01-23,Tottenham,1,0,A,10,10,3,5,8,3,3,0,1.6,2.0,12.4,14.2,5.2,4.8,4.2,6.0,0.8,20
2023-02-05,Tottenham,1,0,H,12,15,3,5,4,6,3,1,1.4,1.6,11.2,14.4,4.2,4.8,4.8,5.4,1.2,21
2023-02-11,Tottenham,1,4,H,11,15,4,7,5,1,0,0,1.6,1.2,12.4,14.8,4.4,5.0,4.6,6.0,1.8,22
2023-02-19,Tottenham,2,0,H,16,6,6,1,4,7,3,1,1.0,2.0,11.8,14.0,4.0,5.6,4.8,4.2,1.2,23
2023-02-26,Tottenham,2,0,H,8,10,3,2,4,4,3,1,1.4,1.6,11.6,12.4,3.8,4.8,4.8,5.0,1.8,24
2023-03-04,Tottenham,0,1,H,21,8,6,5,8,4,0,0,1.4,0.8,11.4,11.2,3.8,4.0,5.0,4.2,2.4,25
2023-03-11,Tottenham,3,1,H,15,9,7,5,2,10,3,1,1.2,1.0,13.6,10.8,4.4,4.0,5.0,4.4,1.8,26
2023-03-18,Tottenham,3,3,D,17,19,3,7,3,10,1,0,1.6,1.2,14.2,9.6,5.2,4.0,4.6,5.2,1.8,27
2023-04-03,Tottenham,1,1,D,8,15,2,6,3,3,1,0,2.0,1.0,15.4,10.4,5.0,4.0,4.2,7.0,2.0,28
2023-04-08,Tottenham,2,1,H,9,17,3,4,3,7,3,1,1.8,1.2,13.8,12.2,4.2,5.0,4.0,6.2,1.6,29
2023-04-15,Tottenham,2,3,A,24,6,8,6,8,1,0,1,1.8,1.4,14.0,13.6,4.2,5.4,3.8,6.8,1.6,30
2023-04-23,Tottenham,1,6,H,11,25,3,8,3,9,0,0,2.2,1.8,14.6,13.2,4.6,5.6,3.8,6.2,1.6,31
2023-04-27,Tottenham,2,2,D,18,17,7,8,6,8,1,1,1.8,2.8,13.8,16.4,3.8,6.2,4.0,6.0,1.0,32
2023-04-30,Tottenham,3,4,H,10,12,7,4,2,5,0,0,1.6,2.6,14.0,16.0,4.6,6.4,4.6,5.6,1.0,33
2023-05-06,Tottenham,1,0,H,8,7,3,2,8,4,3,1,2.0,3.2,14.4,15.4,5.6,6.0,4.4,6.0,0.8,34
2023-05-13,Tottenham,1,2,H,5,8,2,4,3,8,0,0,1.8,3.0,14.2,13.4,5.6,5.6,5.4,5.4,0.8,35
2023-05-20,Tottenham,1,3,A,22,11,8,4,8,2,0,1,1.6,2.8,10.4,13.8,4.4,5.2,4.4,6.8,0.8,36
2023-05-28,Tottenham,4,1,A,11,19,7,2,3,12,3,0,1.6,2.2,12.6,11.0,5.4,4.4,5.4,5.4,0.8,37
2023-08-13,Tottenham,2,2,D,18,11,6,6,6,3,1,0,2.0,2.0,11.2,11.4,5.4,3.2,4.8,6.2,1.2,38
2023-08-19,Tottenham,2,0,H,17,22,6,6,5,6,3,1,1.8,1.6,12.8,11.2,5.2,3.6,5.6,5.8,1.4,39
2023-08-26,Tottenham,2,0,A,17,11,6,3,2,6,3,0,2.0,1.6,14.6,14.2,5.8,4.4,5.0,6.2,1.4,40
