Date,Team,GoalsFor,GoalsAgainst,FTR,ShotsFor,ShotsAgainst,ShotsOnTargetFor,ShotsOnTargetAgainst,CornersFor,CornersAgainst,Points,IsHome,AvgGoalsFor_L5,AvgGoalsAgainst_L5,AvgShotsFor_L5,AvgShotsAgainst_L5,AvgShotsOnTargetFor_L5,AvgShotsOnTargetAgainst_L5,AvgCornersFor_L5,AvgCornersAgainst_L5,AvgPoints_L5,MatchesPlayed
2023-05-20,Aston Villa,1,1,D,6,10,3,5,4,9,1,0,0.8,0.8,11.8,6.4,2.6,3.0,6.0,3.8,1.4,36
2023-05-28,Aston Villa,2,1,H,12,8,5,4,4,3,3,1,0.8,0.8,10.2,7.2,2.8,3.0,6.0,4.0,1.4,37
2023-08-12,Aston Villa,1,5,H,16,17,6,13,5,6,0,0,1.0,1.0,9.8,8.6,3.2,3.8,5.2,4.2,1.4,38
2023-08-20,Aston Villa,4,0,H,13,9,7,2,7,6,3,1,1.2,1.8,11.6,9.2,4.2,5.2,5.4,5.2,1.4,39
2023-08-27,Aston Villa,3,1,A,16,9,6,2,6,4,3,0,2.0,1.6,11.0,9.8,5.0,5.2,5.6,5.4,2.0,40
2023-09-03,Aston Villa,0,3,H,9,17,3,4,3,7,0,0,2.2,1.6,12.6,10.6,5.4,5.2,5.2,5.6,2.0,41
2023-09-16,Aston Villa,3,1,H,16,6,5,3,4,2,3,1,2.0,2.0,13.2,12.0,5.4,5.0,5.0,5.2,1.8,42
2023-09-24,Aston Villa,1,0,A,15,10,7,4,11,5,3,0,2.2,2.0,14.0,11.6,5.4,4.8,5.0,5.0,1.8,43
2023-09-30,Aston Villa,6,1,H,19,11,9,3,1,3,3,1,2.2,1.0,13.8,10.2,5.6,3.0,6.2,4.8,2.4,44
2023-10-08,Aston Villa,1,1,D,18,8,4,3,10,2,1,0,2.6,1.2,15.0,10.6,6.0,3.2,5.0,4.2,2.4,45
2023-10-22,Aston Villa,4,1,H,15,14,7,4,8,7,3,1,2.2,1.2,15.4,10.4,5.6,3.4,5.8,3.8,2.0,46
2023-10-29,Aston Villa,3,1,H,17,7,6,1,6,4,3,1,3.0,0.8,16.6,9.8,6.4,3.4,6.8,3.8,2.6,47
2023-11-05,Aston Villa,0,2,H,13,5,3,3,10,0,0,0,3.0,0.8,16.8,10.0,6.6,3.0,7.2,4.2,2.6,48
2023-11-12,Aston Villa,3,1,H,12,9,6,5,2,2,3,1,2.8,1.2,16.4,9.0,5.8,2.8,7.0,3.2,2.0,49
2023-11-26,Aston Villa,2,1,A,15,18,5,8,3,9,3,0,2.2,1.2,15.0,8.6,5.2,3.2,7.2,3.0,2.0,50
2023-12-03,Aston Villa,2,2,D,11,15,3,7,7,7,1,0,2.4,1.2,14.4,10.6,5.4,4.2,5.8,4.4,2.4,51
2023-12-06,Aston Villa,1,0,H,22,2,7,2,6,0,3,1,2.0,1.4,13.6,10.8,4.6,4.8,5.6,4.4,2.0,52
2023-12-09,Aston Villa,1,0,H,10,12,3,5,3,3,3,1,1.6,1.2,14.6,9.8,4.8,5.0,5.6,3.6,2.0,53
2023-12-17,Aston Villa,2,1,A,15,4,5,3,12,7,3,0,1.8,0.8,14.0,11.2,4.8,5.4,4.2,4.2,2.6,54
2023-12-22,Aston Villa,1,1,D,12,5,4,2,9,1,1,1,1.6,0.8,14.6,10.2,4.6,5.0,6.2,5.2,2.6,55
2023-12-26,Aston Villa,2,3,H,10,13,4,7,6,3,0,0,1.4,0.8,14.0,7.6,4.4,3.8,7.4,3.6,2.2,56
2023-12-30,Aston Villa,3,2,H,19,9,7,5,6,2,3,1,1.4,1.0,13.8,7.2,4.6,3.8,7.2,2.8,2.0,57
2024-01-14,Aston Villa,0,0,D,16,10,5,2,5,4,1,0,1.8,1.4,13.2,8.6,4.6,4.4,7.2,3.2,2.0,58
2024-01-30,Aston Villa,1,3,A,12,14,6,5,8,7,0,1,1.6,1.4,14.4,8.2,5.0,3.8,7.6,3.4,1.6,59
2024-02-03,Aston Villa,5,0,A,14,10,10,5,4,3,3,0,1.4,1.8,13.8,10.2,5.2,4.2,6.8,3.4,1.0,60
2024-02-11,Aston Villa,1,2,A,23,17,10,5,10,8,0,1,2.2,1.6,14.2,11.2,6.4,4.8,5.8,3.8,1.4,61
2024-02-17,Aston Villa,2,1,A,12,15,3,4,4,4,3,0,2.0,1.4,16.8,12.0,7.6,4.4,6.6,4.8,1.4,62
2024-02-24,Aston Villa,4,2,H,16,10,6,3,7,2,3,1,1.8,1.2,15.4,13.2,6.8,4.2,6.2,5.2,1.4,63
2024-03-02,Aston Villa,3,2,A,12,13,8,5,6,8,3,0,2.6,1.6,15.4,13.2,7.0,4.4,6.6,4.8,1.8,64
2024-03-10,Aston Villa,0,4,A,10,9,1,5,6,4,0,1,3.0,1.4,15.4,13.0,7.4,4.4,6.2,5.0,2.4,65
2024-03-17,Aston Villa,1,1,D,13,13,5,5,11,7,1,0,2.0,2.2,14.6,12.8,5.6,4.4,6.6,5.2,1.8,66
2024-03-30,Aston Villa,2,0,H,11,13,5,3,5,4,3,1,2.0,2.0,12.6,12.0,4.6,4.4,6.8,5.0,2.0,67
2024-04-03,Aston Villa,1,4,H,8,25,3,11,3,2,0,0,2.0,1.8,12.4,11.6,5.0,4.2,7.0,5.0,2.0,68
2024-04-06,Aston Villa,3,3,D,11,8,3,3,11,3,1,1,1.4,2.2,10.8,14.6,4.4,5.8,6.2,5.0,1.4,69
2024-04-14,Aston Villa,2,0,A,11,18,2,4,6,4,3,0,1.4,2.4,10.6,13.6,3.4,5.4,7.2,4.0,1.0,70
2024-04-21,Aston Villa,3,1,H,14,14,4,6,8,4,3,1,1.8,1.6,10.8,15.4,3.6,5.2,7.2,4.0,1.6,71
2024-04-27,Aston Villa,2,2,D,9,21,4,5,2,4,1,1,2.2,1.6,11.0,15.6,3.4,5.4,6.6,3.4,2.0,72
2024-05-05,Aston Villa,0,1,H,2,15,1,8,3,7,0,0,2.2,2.0,10.6,17.2,3.2,5.8,6.0,3.4,1.6,73
2024-05-13,Aston Villa,3,3,D,19,14,5,7,5,4,1,1,2.0,1.4,9.4,15.2,2.8,5.2,6.0,4.4,1.6,74
2024-05-19,Aston Villa,0,5,H,8,15,2,9,4,2,0,0,2.0,1.4,11.0,16.4,3.2,6.0,4.8,4.6,1.6,75
2024-08-17,Aston Villa,2,1,A,15,14,3,3,3,5,3,0,1.6,2.4,10.4,15.8,3.2,7.0,4.4,4.2,1.0,76
2024-08-24,Aston Villa,0,2,A,11,9,3,4,4,1,0,1,1.4,2.4,10.6,15.8,3.0,6.4,3.4,4.4,1.0,77
2024-08-31,Aston Villa,2,1,A,10,9,5,3,4,1,3,0,1.0,2.4,11.0,13.4,2.8,6.2,3.8,3.8,0.8,78
2024-09-14,Aston Villa,3,2,H,17,6,8,2,6,2,3,1,1.4,2.4,12.6,12.2,3.6,5.2,4.0,2.6,1.4,79
2024-09-21,Aston Villa,3,1,H,9,10,4,4,6,5,3,1,1.4,2.2,12.2,10.6,4.2,4.2,4.2,2.2,1.8,80
2024-09-29,Aston Villa,2,2,D,7,15,3,5,0,10,1,0,2.0,1.4,12.4,9.6,4.6,3.2,4.6,2.8,2.4,81
2024-10-06,Aston Villa,0,0,D,11,10,1,4,6,3,1,1,2.0,1.6,10.8,9.8,4.6,3.6,4.0,3.8,2.0,82
2024-10-19,Aston Villa,3,1,A,14,10,5,4,11,6,3,0,2.0,1.2,10.8,10.0,4.2,3.6,4.4,4.2,2.2,83
2024-10-26,Aston Villa,1,1,D,18,11,8,3,9,7,1,1,2.2,1.2,11.6,10.2,4.2,3.8,5.8,5.2,2.2,84
2024-11-03,Aston Villa,1,4,H,12,16,1,6,4,6,0,0,1.8,1.0,11.8,11.2,4.2,4.0,6.4,6.2,1.8,85
2024-11-09,Aston Villa,0,2,H,12,14,2,5,9,2,0,0,1.4,1.6,12.4,12.4,3.6,4.4,6.0,6.4,1.2,86
2024-11-23,Aston Villa,2,2,D,17,13,5,6,10,1,1,1,1.0,1.6,13.4,12.2,3.4,4.4,7.8,4.8,1.0,87
2024-12-01,Aston Villa,0,3,H,10,17,4,8,4,3,0,0,1.4,2.0,14.6,12.8,4.2,4.8,8.6,4.4,1.0,88
2024-12-04,Aston Villa,3,1,H,20,9,10,1,10,5,3,1,0.8,2.4,13.8,14.2,4.0,5.6,7.2,3.8,0.4,89
2024-12-07,Aston Villa,1,0,H,18,4,5,0,14,1,3,1,1.2,2.4,14.2,13.8,4.4,5.2,7.4,3.4,0.8,90
2024-12-14,Aston Villa,1,2,H,8,17,2,6,3,4,0,0,1.2,1.6,15.4,11.4,5.2,4.0,9.4,2.4,1.4,91
2024-12-21,Aston Villa,2,1,H,11,12,6,6,5,4,3,1,1.4,1.6,14.6,12.0,5.2,4.2,8.2,2.8,1.4,92
2024-12-26,Aston Villa,0,3,H,4,22,1,8,6,9,0,0,1.4,1.4,13.4,11.8,5.4,4.2,7.2,3.4,1.8,93
2024-12-30,Aston Villa,2,2,D,20,13,4,4,12,3,1,1,1.4,1.4,12.2,12.8,4.8,4.2,7.6,4.6,1.8,94
2025-01-04,Aston Villa,2,1,H,13,4,5,2,7,2,3,1,1.2,1.6,12.2,13.6,3.6,4.8,8.0,4.2,1.4,95
2025-01-15,Aston Villa,1,0,A,11,10,3,3,5,8,3,0,1.4,1.8,11.2,13.6,3.6,5.2,6.6,4.4,1.4,96
2025-01-18,Aston Villa,2,2,D,8,18,4,6,1,10,1,0,1.4,1.4,11.8,12.2,3.8,4.6,7.0,5.2,2.0,97
2025-01-26,Aston Villa,1,1,D,14,14,4,4,4,3,1,1,1.4,1.6,11.2,13.4,3.4,4.6,6.2,6.4,1.6,98
2025-02-01,Aston Villa,0,2,H,10,8,3,5,8,5,0,0,1.6,1.2,13.2,11.8,4.0,3.8,5.8,5.2,1.8,99
2025-02-15,Aston Villa,1,1,D,25,4,6,3,16,1,1,1,1.2,1.2,11.2,10.8,3.8,4.0,5.0,5.6,1.6,100
2025-02-19,Aston Villa,2,2,D,9,17,4,3,6,8,1,1,1.0,1.2,13.6,10.8,4.0,4.2,6.8,5.4,1.2,101
2025-02-22,Aston Villa,2,1,H,12,15,6,7,2,3,3,1,1.2,1.6,13.2,12.2,4.2,4.2,7.0,5.4,0.8,102
2025-02-25,Aston Villa,1,4,H,6,19,2,6,8,3,0,0,1.2,1.4,14.0,11.6,4.6,4.4,7.2,4.0,1.2,103
2025-03-08,Aston Villa,1,0,A,12,13,4,3,5,6,3,0,1.2,2.0,12.4,12.6,4.2,4.8,8.0,4.0,1.0,104
2025-04-02,Aston Villa,3,0,A,8,11,5,4,0,4,3,0,1.4,1.6,12.8,13.6,4.4,4.4,7.4,4.2,1.6,105
2025-04-05,Aston Villa,2,1,H,17,19,8,3,4,4,3,1,1.8,1.4,9.4,15.0,4.2,4.6,4.2,4.8,2.0,106
2025-04-12,Aston Villa,3,0,A,25,7,10,2,14,2,3,0,1.8,1.2,11.0,15.4,5.0,4.6,3.8,4.0,2.4,107
2025-04-19,Aston Villa,4,1,H,23,10,9,3,7,7,3,1,2.0,1.0,13.6,13.8,5.8,3.6,6.2,3.8,2.4,108
2025-04-22,Aston Villa,1,2,H,7,14,3,6,2,10,0,0,2.6,0.4,17.0,12.0,7.2,3.0,6.0,4.6,3.0,109
2025-05-03,Aston Villa,1,0,H,10,11,3,3,5,3,3,1,2.6,0.8,16.0,12.2,7.0,3.6,5.4,5.4,2.4,110
2025-05-10,Aston Villa,1,0,A,6,10,3,4,0,10,3,0,2.2,0.8,16.4,12.2,6.6,3.4,6.4,5.2,2.4,111
2025-05-16,Aston Villa,2,0,H,18,3,7,1,9,1,3,1,2.0,0.6,14.2,10.4,5.6,3.6,5.6,6.4,2.4,112
2025-05-25,Aston Villa,0,2,H,6,25,1,10,3,4,0,0,1.8,0.6,12.8,9.6,5.0,3.4,4.6,6.2,2.4,113
2025-08-16,Aston Villa,0,0,D,3,16,3,3,3,6,1,1,1.0,0.8,9.4,12.6,3.4,4.8,3.8,5.6,1.8,114
2025-08-23,Aston Villa,0,1,H,17,9,2,2,9,2,0,0,0.8,0.4,8.6,13.0,3.4,4.2,4.0,4.8,2.0,115
2025-08-31,Aston Villa,0,3,A,13,6,4,4,10,1,0,1,0.6,0.6,10.0,12.6,3.2,4.0,4.8,4.6,1.4,116
2025-09-13,Aston Villa,0,0,D,7,20,1,2,3,10,1,0,0.4,1.2,11.4,11.8,3.4,4.0,6.8,2.8,0.8,117
2025-09-21,Aston Villa,1,1,D,12,14,2,4,5,6,1,0,0.0,1.2,9.2,15.2,2.2,4.2,5.6,4.6,0.4,118
2025-09-28,Aston Villa,3,1,H,9,11,4,4,2,8,3,1,0.2,1.0,10.4,13.0,2.4,3.0,6.0,5.0,0.6,119
2025-10-05,Aston Villa,2,1,H,15,5,7,2,6,4,3,1,0.8,1.2,11.6,12.0,2.6,3.2,5.8,5.4,1.0,120
2025-10-19,Aston Villa,2,1,A,8,9,2,3,6,6,3,0,1.2,1.2,11.2,11.2,3.6,3.2,5.2,5.8,1.6,121
2025-10-26,Aston Villa,1,0,H,9,18,3,4,5,6,3,1,1.6,0.8,10.2,11.8,3.2,3.0,4.4,6.8,2.2,122
2025-11-01,Aston Villa,0,2,H,10,16,3,4,4,1,0,0,1.8,0.8,10.6,11.4,3.6,3.4,4.8,6.0,2.6,123
2025-11-09,Aston Villa,4,0,H,16,13,8,4,6,9,3,1,1.6,1.0,10.2,11.8,3.8,3.4,4.6,5.0,2.4,124
2025-11-23,Aston Villa,2,1,A,14,14,3,5,3,3,3,0,1.8,0.8,11.6,12.2,4.6,3.4,5.4,5.2,2.4,125
2025-11-30,Aston Villa,1,0,H,16,9,6,4,7,3,3,1,1.8,0.8,11.4,14.0,3.8,4.0,4.8,5.0,2.4,126
2025-12-03,Aston Villa,4,3,A,14,16,10,7,6,5,3,0,1.6,0.6,13.0,14.0,4.6,4.2,5.0,4.4,2.4,127
2025-12-06,Aston Villa,2,1,H,15,15,6,9,3,3,3,1,2.2,1.2,14.0,13.6,6.0,4.8,5.2,4.2,2.4,128
2025-12-14,Aston Villa,3,2,A,7,10,4,3,3,5,3,0,2.6,1.0,15.0,13.4,6.6,5.8,5.0,4.6,3.0,129
2025-12-21,Aston Villa,2,1,H,12,15,4,6,5,5,3,1,2.4,1.4,13.2,12.8,5.8,5.6,4.4,3.8,3.0,130
2025-12-27,Aston Villa,2,1,A,11,14,8,3,7,6,3,0,2.4,1.4,12.8,13.0,6.0,5.8,4.8,4.2,3.0,131
2025-12-30,Aston Villa,1,4,H,11,22,3,7,3,3,0,0,2.6,1.6,11.8,14.0,6.4,5.6,4.8,4.8,3.0,132
2026-01-03,Aston Villa,3,1,H,11,10,4,5,4,4,3,1,2.0,1.8,11.2,15.2,5.0,5.6,4.2,4.4,2.4,133
2026-01-07,Aston Villa,0,0,D,15,11,3,5,5,3,1,0,2.2,1.8,10.4,14.2,4.6,4.8,4.4,4.6,2.4,134
2026-01-18,Aston Villa,0,1,A,18,9,5,3,6,4,0,1,1.6,1.4,12.0,14.4,4.4,5.2,4.8,4.2,2.0,135
2026-01-25,Aston Villa,2,0,A,14,15,8,4,5,6,3,0,1.2,1.4,13.2,13.2,4.6,4.6,5.0,4.0,1.4,136
2026-02-01,Aston Villa,0,1,A,27,6,5,2,12,1,0,1,1.2,1.2,13.8,13.4,4.6,4.8,4.6,4.0,1.4,137
2026-02-07,Aston Villa,1,1,D,7,20,4,9,4,11,1,0,1.0,0.6,17.0,10.2,5.0,3.8,6.4,3.6,1.4,138
2026-02-11,Aston Villa,1,0,H,15,9,1,3,7,5,3,1,0.6,0.6,16.2,12.2,5.0,4.6,6.4,5.0,1.0,139
2026-02-21,Aston Villa,1,1,D,16,14,4,4,7,2,1,1,0.8,0.6,16.2,11.8,4.6,4.2,6.8,5.4,1.4,140
2026-02-27,Aston Villa,0,2,H,14,9,5,2,5,0,0,0,1.0,0.6,15.8,12.8,4.4,4.4,7.0,5.0,1.6,141
2026-03-04,Aston Villa,1,4,A,9,15,4,8,3,8,0,1,0.6,1.0,15.8,11.6,3.8,4.0,7.0,3.8,1.0,142
2026-03-15,Aston Villa,1,3,H,9,16,2,6,6,6,0,0,0.8,1.6,12.2,13.4,3.6,5.2,5.2,5.2,1.0,143
2026-03-22,Aston Villa,2,0,H,23,9,7,1,6,6,3,1,0.8,2.0,12.6,12.6,3.2,4.6,5.6,4.2,0.8,144
2026-04-12,Aston Villa,1,1,D,12,15,5,4,3,7,1,0,1.0,2.0,14.2,12.6,4.4,4.2,5.4,4.4,0.8,145
2026-04-19,Aston Villa,4,3,H,15,10,7,7,4,5,3,1,1.0,2.0,13.4,12.8,4.6,4.2,4.6,5.4,0.8,146
2026-04-25,Aston Villa,0,1,H,10,13,1,6,5,2,0,0,1.8,2.2,13.6,13.0,5.0,5.2,4.4,6.4,1.4,147
2026-05-03,Aston Villa,1,2,A,5,10,1,5,5,5,0,1,1.6,1.6,13.8,12.6,4.4,4.8,4.8,5.2,1.4,148
2026-05-10,Aston Villa,2,2,D,18,15,7,6,8,2,1,0,1.6,1.4,13.0,11.4,4.2,4.6,4.6,5.0,1.4,149
2026-05-15,Aston Villa,4,2,H,14,16,9,5,4,9,3,1,1.6,1.8,12.0,12.6,4.2,5.6,5.0,4.2,1.0,150
2026-05-24,Aston Villa,2,1,A,12,16,5,3,4,9,3,0,2.2,2.0,12.4,12.8,5.0,5.8,5.2,4.6,1.4,151
2022-08-06,Bournemouth,2,0,H,7,15,3,2,5,5,3,1,,,,,,,,,,0
2022-08-13,Bournemouth,0,4,H,3,19,1,7,1,11,0,0,2.0,0.0,7.0,15.0,3.0,2.0,5.0,5.0,3.0,1
2022-08-20,Bournemouth,0,3,A,6,14,1,6,3,4,0,1,1.0,2.0,5.0,17.0,2.0,4.5,3.0,8.0,1.5,2
2022-08-27,Bournemouth,0,9,H,5,19,2,12,1,8,0,0,0.6666666666666666,2.3333333333333335,5.333333333333333,16.0,1.6666666666666667,5.0,3.0,6.666666666666667,1.0,3
2022-08-31,Bournemouth,0,0,D,5,17,2,4,2,5,1,1,0.5,4.0,5.25,16.75,1.75,6.75,2.5,7.0,0.75,4
2022-09-03,Bournemouth,3,2,A,8,11,3,3,6,4,3,0,0.4,3.2,5.2,16.8,1.8,6.2,2.4,6.6,0.8,5
2022-09-17,Bournemouth,1,1,D,10,20,3,7,1,8,1,0,0.6,3.6,5.4,16.0,1.8,6.4,2.6,6.4,0.8,6
2022-10-01,Bournemouth,0,0,D,7,13,1,4,7,8,1,1,0.8,3.0,6.8,16.2,2.2,6.4,2.6,5.8,1.0,7
2022-10-08,Bournemouth,2,1,H,10,9,4,5,7,2,3,1,0.8,2.4,7.0,16.0,2.2,6.0,3.4,6.6,1.2,8
2022-10-15,Bournemouth,2,2,D,10,19,6,4,6,5,1,0,1.2,0.8,8.0,14.0,2.6,4.6,4.6,5.4,1.8,9
2022-10-19,Bournemouth,0,1,A,15,9,3,3,7,3,0,1,1.6,1.2,9.0,14.4,3.4,4.6,5.4,5.4,1.8,10
2022-10-24,Bournemouth,0,2,H,5,20,3,4,0,5,0,0,1.0,1.0,10.4,14.0,3.4,4.6,5.6,5.2,1.2,11
2022-10-29,Bournemouth,2,3,A,6,23,4,7,2,19,0,1,0.8,1.2,9.4,14.0,3.4,4.0,5.4,4.6,1.0,12
2022-11-05,Bournemouth,3,4,H,9,18,6,4,3,13,0,0,1.2,1.8,9.2,16.0,4.0,4.6,4.4,6.8,0.8,13
2022-11-12,Bournemouth,3,0,H,16,15,9,3,3,5,3,1,1.4,2.4,9.0,17.8,4.4,4.4,3.6,9.0,0.2,14
2022-12-27,Bournemouth,0,2,H,9,15,4,5,8,6,0,0,1.6,2.0,10.2,17.0,5.0,4.2,3.0,9.0,0.6,15
2022-12-31,Bournemouth,0,2,A,6,15,2,6,2,7,0,1,1.6,2.2,9.0,18.2,5.2,4.6,3.2,9.6,0.6,16
2023-01-03,Bournemouth,0,3,H,7,18,4,6,5,6,0,0,1.6,2.2,9.2,17.2,5.0,5.0,3.6,10.0,0.6,17
2023-01-14,Bournemouth,0,2,H,7,12,2,4,3,5,0,0,1.2,2.2,9.4,16.2,5.0,4.8,4.2,7.4,0.6,18
2023-01-21,Bournemouth,1,1,D,16,20,4,5,4,6,1,1,0.6,1.8,9.0,15.0,4.2,4.8,4.2,5.8,0.6,19
2023-02-04,Bournemouth,0,1,H,12,20,2,6,3,7,0,0,0.2,2.0,9.0,16.0,3.2,5.2,4.4,6.0,0.2,20
2023-02-11,Bournemouth,1,1,D,11,15,5,7,4,6,1,1,0.2,1.8,9.6,17.0,2.8,5.4,3.4,6.2,0.2,21
2023-02-18,Bournemouth,1,0,A,5,15,1,4,2,12,3,0,0.4,1.6,10.6,17.0,3.4,5.6,3.8,6.0,0.4,22
2023-02-25,Bournemouth,1,4,A,13,20,2,5,4,6,0,1,0.6,1.0,10.2,16.4,2.8,5.2,3.2,7.2,1.0,23
2023-03-04,Bournemouth,2,3,H,4,31,4,9,1,17,0,0,0.8,1.4,11.4,18.0,2.8,5.4,3.4,7.4,1.0,24
2023-03-11,Bournemouth,1,0,H,5,15,2,6,3,8,3,1,1.0,1.8,9.0,20.2,2.8,6.2,2.8,9.6,0.8,25
2023-03-18,Bournemouth,0,3,H,10,20,3,9,6,9,0,0,1.2,1.6,7.6,19.2,2.8,6.2,2.8,9.8,1.4,26
2023-04-01,Bournemouth,2,1,H,12,10,7,2,4,3,3,1,1.0,2.0,7.4,20.2,2.4,6.6,3.2,10.4,1.2,27
2023-04-04,Bournemouth,0,2,A,14,16,3,6,5,5,0,1,1.2,2.2,8.8,19.2,3.6,6.2,3.6,8.6,1.2,28
2023-04-08,Bournemouth,1,0,A,19,14,7,4,6,6,3,0,1.0,1.8,9.0,18.4,3.8,6.4,3.8,8.4,1.2,29
2023-04-15,Bournemouth,3,2,A,6,24,6,8,1,8,3,0,0.8,1.2,12.0,15.0,4.4,5.4,4.8,6.2,1.8,30
2023-04-23,Bournemouth,0,4,A,17,18,5,10,8,5,0,1,1.2,1.6,12.2,16.8,5.2,5.8,4.4,6.2,1.8,31
2023-04-27,Bournemouth,1,0,A,16,11,2,2,4,6,3,0,1.2,1.8,13.6,16.4,5.6,6.0,4.8,5.4,1.8,32
2023-04-30,Bournemouth,4,1,H,12,15,7,6,2,6,3,1,1.0,1.6,14.4,16.6,4.6,6.0,4.8,6.0,1.8,33
2023-05-06,Bournemouth,1,3,A,10,11,4,5,7,7,0,1,1.8,1.4,14.0,16.4,5.4,6.0,4.2,6.2,2.4,34
2023-05-13,Bournemouth,0,2,H,5,17,0,5,2,11,0,0,1.8,2.0,12.2,15.8,4.8,6.2,4.4,6.4,1.8,35
2023-05-20,Bournemouth,0,1,A,10,20,4,5,3,6,0,1,1.2,2.0,12.0,14.4,3.6,5.6,4.6,7.0,1.2,36
2023-05-28,Bournemouth,0,1,H,7,13,2,6,3,9,0,0,1.2,1.4,10.6,14.8,3.4,4.6,3.6,7.2,1.2,37
2023-08-12,Bournemouth,1,1,D,14,16,5,3,10,4,1,1,1.0,1.6,8.8,15.2,3.4,5.4,3.4,7.8,0.6,38
2023-08-19,Bournemouth,1,3,H,13,26,5,10,2,10,0,0,0.4,1.6,9.2,15.4,3.0,4.8,5.0,7.4,0.2,39
2023-08-26,Bournemouth,0,2,A,11,17,3,6,6,2,0,1,0.4,1.6,9.8,18.4,3.2,5.8,4.0,8.0,0.2,40
2023-09-02,Bournemouth,2,2,D,12,21,5,7,2,5,1,0,0.4,1.6,11.0,18.4,3.8,6.0,4.8,6.2,0.2,41
2023-09-17,Bournemouth,0,0,D,13,14,4,6,1,7,1,1,0.8,1.8,11.4,18.6,4.0,6.4,4.6,6.0,0.4,42
2023-09-24,Bournemouth,1,3,H,12,13,4,4,4,4,0,0,0.8,1.6,12.6,18.8,4.4,6.4,4.2,5.6,0.6,43
2023-09-30,Bournemouth,0,4,A,8,15,1,8,6,6,0,1,0.8,2.0,12.2,18.2,4.2,6.6,3.0,5.6,0.4,44
2023-10-07,Bournemouth,0,3,H,11,25,4,8,7,8,0,0,0.6,2.2,11.2,16.0,3.4,6.2,3.8,4.8,0.4,45
2023-10-21,Bournemouth,1,2,A,7,20,4,7,3,12,0,1,0.6,2.4,11.2,17.6,3.6,6.6,4.0,6.0,0.4,46
2023-10-28,Bournemouth,2,1,H,13,6,6,3,10,5,3,1,0.4,2.4,10.2,17.4,3.4,6.6,4.2,7.4,0.2,47
2023-11-04,Bournemouth,1,6,H,5,21,1,8,1,12,0,0,0.8,2.6,10.2,15.8,3.8,6.0,6.0,7.0,0.6,48
2023-11-11,Bournemouth,2,0,H,19,8,10,5,6,5,3,1,0.8,3.2,8.8,17.4,3.2,6.8,5.4,8.6,0.6,49
2023-11-25,Bournemouth,3,1,A,23,10,11,2,7,4,3,0,1.2,2.4,11.0,16.0,5.0,6.2,5.4,8.4,1.2,50
2023-12-03,Bournemouth,2,2,D,15,11,7,3,7,7,1,1,1.8,2.0,13.4,13.0,6.4,5.0,5.4,7.6,1.8,51
2023-12-06,Bournemouth,2,0,A,11,16,4,3,9,3,3,0,2.0,2.0,15.0,11.2,7.0,4.2,6.2,6.6,2.0,52
2023-12-09,Bournemouth,3,0,A,10,20,4,3,4,10,3,0,2.0,1.8,14.6,13.2,6.6,4.2,6.0,6.2,2.0,53
2023-12-23,Bournemouth,3,2,A,18,11,7,5,6,6,3,0,2.4,0.6,15.6,13.0,7.2,3.2,6.6,5.8,2.6,54
2023-12-26,Bournemouth,3,0,H,16,8,4,3,6,5,3,1,2.6,1.0,15.4,13.6,6.6,3.2,6.6,6.0,2.6,55
2023-12-31,Bournemouth,1,3,H,24,12,4,6,13,4,0,0,2.6,0.8,14.0,13.2,5.2,3.4,6.4,6.2,2.6,56
2024-01-21,Bournemouth,0,4,A,11,14,1,7,8,5,0,1,2.4,1.0,15.8,13.4,4.6,4.0,7.6,5.6,2.4,57
2024-02-01,Bournemouth,1,1,D,9,9,4,3,5,1,1,0,2.0,1.8,15.8,13.0,4.0,4.8,7.4,6.0,1.8,58
2024-02-04,Bournemouth,1,1,D,9,8,2,6,11,6,1,1,1.6,2.0,15.6,10.8,4.0,4.8,7.6,4.2,1.4,59
2024-02-10,Bournemouth,1,3,H,25,7,4,6,14,1,0,0,1.2,1.8,13.8,10.2,3.0,5.0,8.6,4.2,1.0,60
2024-02-17,Bournemouth,2,2,D,12,17,7,5,2,4,1,0,0.8,2.4,15.6,10.0,3.0,5.6,10.2,3.4,0.4,61
2024-02-24,Bournemouth,0,1,A,13,15,4,6,3,8,0,1,1.0,2.2,13.2,11.0,3.6,5.4,8.0,3.4,0.6,62
2024-03-03,Bournemouth,2,0,A,10,20,3,6,2,7,3,0,1.0,1.6,13.6,11.2,4.2,5.2,7.0,4.0,0.6,63
2024-03-09,Bournemouth,2,2,D,32,13,12,9,10,3,1,1,1.2,1.4,13.8,13.4,4.0,5.8,6.4,5.2,1.0,64
2024-03-13,Bournemouth,4,3,H,24,8,10,4,11,3,3,1,1.4,1.6,18.4,14.4,6.0,6.4,6.2,4.6,1.0,65
2024-03-30,Bournemouth,2,1,H,11,7,4,3,9,8,3,1,2.0,1.6,18.2,14.6,7.2,6.0,5.6,5.0,1.6,66
2024-04-02,Bournemouth,1,0,H,11,3,6,2,9,2,3,1,2.0,1.4,18.0,12.6,6.6,5.6,7.0,5.8,2.0,67
2024-04-06,Bournemouth,1,2,H,8,19,1,9,2,7,0,0,2.2,1.2,17.6,10.2,7.0,4.8,8.2,4.6,2.6,68
2024-04-13,Bournemouth,2,2,D,20,8,5,2,7,2,1,1,2.0,1.6,17.2,10.0,6.6,5.4,8.2,4.6,2.0,69
